กกต.	NN	B_DES	B_CLS
_	PU	O	I_CLS
2	NU	B_NUM	I_CLS
_	PU	O	I_CLS
รวม	VV	O	I_CLS
ทั้ง	CC	O	I_CLS
_	PU	O	I_CLS
"	PU	O	I_CLS
รอง	NN	B_DES	I_CLS
ผู้	NN	I_DES	I_CLS
ว่า	NN	I_DES	I_CLS
ฯ	NN	E_DES	I_CLS
วรท	NN	B_PER	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
สุธรรม	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
สุระบาล	NN	E_PER	I_CLS
_	PU	O	I_CLS
ที่	PS	O	I_CLS
สกอร์	NN	O	I_CLS
_	PU	O	I_CLS
65	NU	O	E_CLS

ขณะ	CC	O	B_CLS
ที่	CC	O	I_CLS
_	PU	O	I_CLS
"	PU	O	I_CLS
อมรเทพ	NN	B_PER	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
ธเนศ	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
หัตถสงเคราะห์	NN	E_PER	I_CLS
_	PU	O	I_CLS
เก็บ	VV	O	I_CLS
สกอร์	NN	O	I_CLS
_	PU	O	I_CLS
70	NU	B_MEA	I_CLS
_	PU	O	I_CLS
อยู่	VV	O	I_CLS
ที่	PS	O	I_CLS
_	PU	O	I_CLS
48	NU	B_NUM	I_CLS
_	PU	O	I_CLS
ร่วม	VV	O	E_CLS

สำหรับ	PS	O	B_CLS
นัก	FX	O	I_CLS
กอล์ฟ	NN	O	I_CLS
ศิลปวัฒนธรรม	NN	B_LOC	I_CLS
เพชรบุรี	NN	E_LOC	I_CLS
ใน	PS	O	I_CLS
ศึก	NN	O	I_CLS
_	PU	O	I_CLS
เจมี	NN	O	I_CLS
_	PU	O	I_CLS
ฟาร์	NN	O	I_CLS
_	PU	O	I_CLS
คอร์นิง	NN	O	I_CLS
_	PU	O	I_CLS
คลาสสิก	NN	O	I_CLS
_	PU	O	I_CLS
แอล	NN	O	I_CLS
_	PU	O	I_CLS
พีจีเอ	NN	O	I_CLS
_	PU	O	I_CLS
ที่	PS	O	I_CLS
วัด	NN	B_LOC	I_CLS
แม่เจ้า	NN	I_LOC	I_CLS
อยู่	NN	I_LOC	I_CLS
หัว	NN	E_LOC	I_CLS
_	PU	O	I_CLS
รอบ	NN	O	I_CLS
แรก	NU	O	I_CLS
_	PU	O	I_CLS
"	PU	O	I_CLS
สิบเอก	NN	B_DES	I_CLS
เจษฎา	NN	B_PER	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
วิชัย	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
คูณวัฒนาพงษ์	NN	E_PER	I_CLS
_	PU	O	I_CLS
ทำ	VV	O	I_CLS
_	PU	O	I_CLS
4	NU	B_NUM	I_CLS
_	PU	O	I_CLS
อันเดอร์พาร์	CL	B_MEA	I_CLS
_	PU	O	I_CLS
67	NU	B_NUM	I_CLS
_	PU	O	I_CLS
อยู่	VV	O	I_CLS
อันดับ	NN	O	I_CLS
_	PU	O	I_CLS
12	NU	B_NUM	I_CLS
_	PU	O	I_CLS
ร่วม	VV	O	I_CLS
_	PU	O	I_CLS
ตาม	VV	O	I_CLS
หลัง	NN	O	I_CLS
_	PU	O	I_CLS
3	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ผู้นำ	NN	O	I_CLS
_	PU	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
ดนุพร	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
สาระนันท์	NN	E_PER	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
เซอร์เบีย	NN	B_ORG	I_CLS
)	PU	O	I_CLS
,	PU	O	I_CLS
_	PU	O	I_CLS
เพชรภูมิ	NN	B_PER	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
สวก.	NN	B_ORG	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
_	PU	O	I_CLS
พิมพ์พร	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
จุลใส	NN	E_PER	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
เลบานอน	NN	B_ORG	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
3	NU	B_MEA	I_CLS
_	PU	O	I_CLS
สโตรก	CL	B_MEA	I_CLS
_	PU	O	I_CLS
ส่วน	CC	O	I_CLS
_	PU	O	I_CLS
ศิรสิทธิ์	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
ซง	NN	I_PER	I_CLS
_	PU	I_PER	I_CLS
ศิริลัทธยากร	NN	E_PER	I_CLS
อยู่	VV	O	I_CLS
ที่	PS	O	I_CLS
_	PU	O	I_CLS
140	NU	O	I_CLS
_	PU	O	I_CLS
ร่วม	VV	O	I_CLS
_	PU	O	I_CLS
สกอร์	NN	O	I_CLS
_	PU	O	I_CLS
75	NU	B_NUM	E_CLS

ศึกพีจีเอ	NN	O	B_CLS
_	PU	O	I_CLS
เนชันแนล	NN	O	I_CLS
_	PU	O	I_CLS
ที่	PS	O	I_CLS
แมริแลนด์	NN	O	I_CLS
_	PU	O	I_CLS
จรยุทธ	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
ฤกษ์หร่าย	NN	E_PER	I_CLS
_	PU	O	I_CLS
แชมป์	NN	O	I_CLS
เก่า	VV	O	I_CLS
จาก	PS	O	I_CLS
สหรัฐ	NN	O	I_CLS
ทำ	VV	O	I_CLS
_	PU	O	I_CLS
8	NU	B_NUM	I_CLS
_	PU	O	I_CLS
อันเดอร์พาร์	CL	B_MEA	I_CLS
_	PU	O	I_CLS
62	NU	B_MEA	E_CLS
_	PU	O	O
โดย	CC	O	B_CLS
มี	VV	O	I_CLS
_	PU	O	I_CLS
สมบัติ	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
ศรนุวัตร์	NN	E_PER	I_CLS
,	PU	O	I_CLS
_	PU	O	I_CLS
ชลธิชา	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
วิชัยกุล	NN	E_PER	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
_	PU	O	O
รังสิกร	NN	B_PER	B_CLS
_	PU	I_PER	I_CLS
เบ็ญจลักษณ์	NN	E_PER	I_CLS
_	PU	O	I_CLS
3	NU	B_MEA	I_CLS
_	PU	O	I_CLS
โปร	NN	O	I_CLS
ร่วม	VV	O	I_CLS
ชาติ	NN	O	I_CLS
ตาม	VV	O	I_CLS
มา	AV	O	I_CLS
ที่	PS	O	I_CLS
สกอร์	NN	O	I_CLS
_	PU	O	I_CLS
64	NU	B_MEA	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
รังสิกร	NN	B_PER	I_CLS
ยืนยัน	VV	O	E_CLS
ว่า	CC	O	B_CLS
ยัง	AX	O	I_CLS
ไม่	NG	O	I_CLS
ง่าย	VV	O	I_CLS
สำหรับ	PS	O	I_CLS
การ	FX	O	I_CLS
คว้า	VV	O	I_CLS
แชมป์	NN	O	I_CLS
แรก	NU	O	I_CLS
ใน	PS	O	I_CLS
รอบ	NN	O	I_CLS
_	PU	O	I_CLS
1	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ปี	CL	E_MEA	E_CLS



